gene_id	variant_id	logafc	sample	Tissue	total_coverage	variants	log2_aFC	TOTAL_COUNT	dir	thresh
ENSG00000197746.15	chr10@71816550@C@T	-0.19321928	GTOP-AJ211-1856	Gallbladder	5384	rs7869	-0.11324871632992424	4461	same	20
ENSG00000095637.23	chr10@95312970@A@C	-0.5126483	GTOP-AJ211-1856	Gallbladder	546	rs1053417	-0.4382522128545941	617	same	20
ENSG00000099194.6	chr10@100356554@A@C	-0.84589066	GTOP-AJ211-1856	Gallbladder	7883	rs2234970	-0.546333111352651	4532	same	20
ENSG00000165672.7	chr10@119168032@T@G	-0.24522805	GTOP-AJ211-1856	Gallbladder	5968	rs3377	-0.31491903636799906	1389	same	20
ENSG00000130592.17	chr11@1853174@C@T	-1.32483969	GTOP-AJ211-1856	Gallbladder	347	rs2089910	-1.5956097449206648	181	same	20
ENSG00000167244.22	chr11@2129862@C@T	2.03952836	GTOP-AJ211-1856	Gallbladder	184	rs181296097	2.3747799771530973	829	same	20
ENSG00000197702.14	chr11@12533809@G@T	2.03562391	GTOP-AJ211-1856	Gallbladder	51	rs7118257	2.263034405833794	29	same	20
ENSG00000254614.2	chr11@65180806@A@C	-2.55019708	GTOP-AJ211-1856	Gallbladder	48	rs3953797	-2.584962500721156	35	same	20
ENSG00000196611.6	chr11@102790368@T@C	1.00633225	GTOP-AJ211-1856	Gallbladder	1026	rs470215	0.6848469007974163	3116	same	20
ENSG00000154096.14	chr11@119419324@G@C	0.31104356	GTOP-AJ211-1856	Gallbladder	5187	rs1054735	0.3171797799891989	4101	same	20
ENSG00000155957.19	chr12@66137823@T@C	-1.70670777	GTOP-AJ211-1856	Gallbladder	226	rs11176054	-1.5025003405291832	92	same	20
ENSG00000102753.10	chr13@49701213@T@A	1.10236172	GTOP-AJ211-1856	Gallbladder	107	rs755335	3.0552824355011894	149	same	20
ENSG00000169413.3	chr14@20782350@C@T	0.5849625	GTOP-AJ211-1856	Gallbladder	240	rs78750001	0.9010849739273127	238	same	20
ENSG00000170345.11	chr14@75283110@T@C	0.90215268	GTOP-AJ211-1856	Gallbladder	175	rs4645868	-1.7004397181410922	51	diff	20
ENSG00000153048.11	chr16@8853271@G@T	-1.27563444	GTOP-AJ211-1856	Gallbladder	130	rs9953	-0.9142701259741159	150	same	20
ENSG00000103248.19	chr16@86532276@G@C	-1.4780473	GTOP-AJ211-1856	Gallbladder	53	rs3751802	-1.341036917835067	53	same	20
ENSG00000158717.11	chr16@88696743@G@A	-0.89690651	GTOP-AJ211-1856	Gallbladder	166	rs13556	-0.7178567712185016	201	same	20
ENSG00000141338.15	chr17@68932078@T@C	-1.68805599	GTOP-AJ211-1856	Gallbladder	38	rs4147972	-1.8073549220576042	27	same	20
ENSG00000125445.11	chr17@75261905@C@T	0.48673896	GTOP-AJ211-1856	Gallbladder	754	rs8075276	1.0223678130284546	97	same	20
ENSG00000184009.13	chr17@81510406@T@C	0.2290541	GTOP-AJ211-1856	Gallbladder	6034	rs11549167	0.09505939091301033	12328	same	20
ENSG00000158201.10	chr18@21655045@A@G	3.52356196	GTOP-AJ211-1856	Gallbladder	25	rs2850575	1.874469117916141	28	same	20
ENSG00000105426.19	chr19@5206263@G@T	1.39485962	GTOP-AJ211-1856	Gallbladder	98	rs139183127	3.1963972128035034	183	same	20
ENSG00000099785.11	chr19@8413366@G@C	1.08746284	GTOP-AJ211-1856	Gallbladder	100	rs890849	1.2294818461227672	97	same	20
ENSG00000130303.14	chr19@17403172@T@G	0.87446912	GTOP-AJ211-1856	Gallbladder	612	rs9576	0.8372704999618915	836	same	20
ENSG00000081665.15	chr19@19799441@T@C	3.12928302	GTOP-AJ211-1856	Gallbladder	39	rs72620574	2.0874628412503395	42	same	20
ENSG00000124299.16	chr19@33387292@A@G	0.3163768	GTOP-AJ211-1856	Gallbladder	1520	rs1061338	0.4888865291661086	572	same	20
ENSG00000161558.11	chr19@48333416@G@T	-1.80735492	GTOP-AJ211-1856	Gallbladder	45	rs3826828	-2	25	same	20
ENSG00000105472.14	chr19@50725489@C@T	0.72285286	GTOP-AJ211-1856	Gallbladder	599	rs13866	0.5849625007211562	340	same	20
ENSG00000268500.8	chr19@51612392@G@C	2.27301849	GTOP-AJ211-1856	Gallbladder	35	rs3829655	3.9541963103868754	33	same	20
ENSG00000077549.19	chr1@19338963@A@C	-0.42471096	GTOP-AJ211-1856	Gallbladder	2176	rs3215560	-0.5849625007211563	320	same	20
ENSG00000162512.16	chr1@30869541@A@C	-3.20294006	GTOP-AJ211-1856	Gallbladder	245	rs796441004	-2.0599821048282325	274	same	20
ENSG00000117226.13	chr1@89007451@C@T	3.82781902	GTOP-AJ211-1856	Gallbladder	152	rs2077694	3.7752937128253055	191	same	20
ENSG00000117528.14	chr1@94418439@C@T	-3.169925	GTOP-AJ211-1856	Gallbladder	20	rs4148058	1.584962500721156	40	diff	20
ENSG00000171385.11	chr1@111774210@G@T	-1.34103692	GTOP-AJ211-1856	Gallbladder	53	rs79370231	0.8220016980220055	155	diff	20
ENSG00000135821.20	chr1@182383487@G@A	0.30519977	GTOP-AJ211-1856	Gallbladder	7563	rs191590401	0.46913122164069804	2699	same	20
ENSG00000133048.13	chr1@203179231@C@A	0.65346058	GTOP-AJ211-1856	Gallbladder	2681	rs77111685	0.7295481226037233	622	same	20
ENSG00000088832.18	chr20@1370028@T@C	0.2430642	GTOP-AJ211-1856	Gallbladder	9186	rs6041749	0.25237790911116736	4218	same	20
ENSG00000089063.16	chr20@5100403@T@C	0.32017831	GTOP-AJ211-1856	Gallbladder	2597	rs2715	0.3152368922884027	873	same	20
ENSG00000125844.17	chr20@17619712@G@A	-1.11808607	GTOP-AJ211-1856	Gallbladder	539	rs11960	-0.6671772640093436	1677	same	20
ENSG00000171222.11	chr20@35954443@C@G	1.22239242	GTOP-AJ211-1856	Gallbladder	60	rs35448195	1.5145731728297582	108	same	20
ENSG00000205758.12	chr21@33596098@T@C	2.80735492	GTOP-AJ211-1856	Gallbladder	40	rs375111667	2.4594316186372973	26	same	20
GTOPG000000085	chr22@22758759@C@T	-1	GTOP-AJ211-1856	Gallbladder	87	rs4822304	-1.4405725913859815	52	same	20
ENSG00000291087.2	chr22@25448149@C@T	-1.79836614	GTOP-AJ211-1856	Gallbladder	103	rs7289954	1.1030934929641036	85	diff	20
ENSG00000100348.10	chr22@36467403@C@A	0.32483969	GTOP-AJ211-1856	Gallbladder	892	rs188926779	0.6695267959796289	329	same	20
ENSG00000100138.15	chr22@41674789@C@T	-0.49944443	GTOP-AJ211-1856	Gallbladder	671	rs132806	-0.8634269471245561	437	same	20
ENSG00000100304.13	chr22@43180898@G@A	-0.6853644	GTOP-AJ211-1856	Gallbladder	193	rs2071723	-0.4101552778990976	517	same	20
ENSG00000188511.15	chr22@49656737@A@G	-2.87446912	GTOP-AJ211-1856	Gallbladder	50	rs76985604	-1.7472339296200334	61	same	20
ENSG00000138430.16	chr2@174075256@G@A	1.56293619	GTOP-AJ211-1856	Gallbladder	435	rs1063613	0.8591374641601504	242	same	20
ENSG00000144567.11	chr2@219184807@G@T	-2.32192809	GTOP-AJ211-1856	Gallbladder	42	rs4992969	1.2630344058337937	51	diff	20
ENSG00000163359.17	chr2@237371715@C@T	-1.86249648	GTOP-AJ211-1856	Gallbladder	51	rs3791000	-1.632268215499513	41	same	20
ENSG00000145050.19	chr3@51385335@T@G	-1.02384674	GTOP-AJ211-1856	Gallbladder	182	rs13091931	-1.0588936890535685	185	same	20
ENSG00000169903.7	chr3@149474777@A@G	1.09768376	GTOP-AJ211-1856	Gallbladder	5222	rs9793	1.0743216798294533	5581	same	20
ENSG00000114850.7	chr3@156541559@G@A	0.6695268	GTOP-AJ211-1856	Gallbladder	329	rs1129094	-0.25747158253008745	1236	diff	20
ENSG00000118849.10	chr3@158697555@T@C	0.754287	GTOP-AJ211-1856	Gallbladder	9565	rs1051109	1.0376447743851323	2656	same	20
ENSG00000138744.17	chr4@75917705@A@T	2.50250034	GTOP-AJ211-1856	Gallbladder	60	rs7686066	1.2837929660005913	79	same	20
ENSG00000172403.11	chr4@119032613@T@C	1.65896308	GTOP-AJ211-1856	Gallbladder	79	rs74834889	0.2590324752762974	1586	same	20
ENSG00000150753.12	chr5@10250318@G@A	0.42926965	GTOP-AJ211-1856	Gallbladder	1361	rs2548546	1.1538053360790355	129	same	20
ENSG00000278970.5	chr5@180830492@G@A	-0.80735492	GTOP-AJ211-1856	Gallbladder	154	rs1077917	-0.9344116583724231	131	same	20
ENSG00000112619.8	chr6@42697533@G@A	1.95419631	GTOP-AJ211-1856	Gallbladder	39	rs1758213	1.4150374992788437	44	same	20
ENSG00000189241.8	chr6@116279611@C@G	-1.43063435	GTOP-AJ211-1856	Gallbladder	85	rs3749895	0.3702676291588213	619	diff	20
ENSG00000112562.20	chr6@168441334@A@G	0.53675341	GTOP-AJ211-1856	Gallbladder	522	rs76776636	0.4787321745962336	517	same	20
ENSG00000186340.17	chr6@169217017@C@T	0.40998427	GTOP-AJ211-1856	Gallbladder	666	rs114924628	0.2548351352755729	1419	same	20
ENSG00000106211.11	chr7@76305323@G@C	6.06608919	GTOP-AJ211-1856	Gallbladder	68	rs7459185	6.639521599510833	1007	same	20
ENSG00000106565.19	chr7@150791528@A@G	0.57123552	GTOP-AJ211-1856	Gallbladder	1750	rs2302479	0.6501715895068739	3186	same	20
ENSG00000090054.16	chr9@92031163@A@C	-4.77478706	GTOP-AJ211-1856	Gallbladder	227	rs7035964	-2.736965594166206	23	same	20
ENSG00000148175.13	chr9@121339285@C@T	0.80637782	GTOP-AJ211-1856	Gallbladder	1160	rs442472	0.7920881654042937	1038	same	20
ENSG00000165672.7	chr10@119168032@T@G	-0.21765761	GTOP-AJ221-1053	Liver	1886	rs3377	-0.29389004644149924	1596	same	20
ENSG00000167244.22	chr11@2130251@C@T	0.50292673	GTOP-AJ221-1053	Liver	481	chr11_2130251_C_T	0.847607304867222	2304	same	20
ENSG00000148965.10	chr11@18231629@C@T	-0.4717319	GTOP-AJ221-1053	Liver	30460	rs2460827	-1.2703604545200506	5753	same	20
ENSG00000255071.3	chr11@18231629@C@T	-0.27789236	GTOP-AJ221-1053	Liver	1781	rs2460827	-1.2703604545200506	5753	same	20
ENSG00000134339.9	chr11@18242289@C@T	1.47062983	GTOP-AJ221-1053	Liver	396	rs2445174	0.5999646640604028	722	same	20
ENSG00000148935.12	chr11@22674905@A@G	0.49281265	GTOP-AJ221-1053	Liver	402	rs922571	0.8801602299939968	196	same	20
ENSG00000149485.19	chr11@61800281@C@A	-2.04702533	GTOP-AJ221-1053	Liver	426	rs174544	-1.9604716358133627	181	same	20
ENSG00000111700.13	chr12@20861014@C@T	1.01464678	GTOP-AJ221-1053	Liver	148	rs3764009	0.9219974879987268	385	same	20
ENSG00000017427.17	chr12@102400008@A@C	-1.83650127	GTOP-AJ221-1053	Liver	32	rs6217	0.9818526532897407	119	diff	20
ENSG00000089127.15	chr12@112907178@C@T	-2.32192809	GTOP-AJ221-1053	Liver	30	rs200259745	-0.9219974879987268	110	same	20
ENSG00000120675.6	chr13@43023729@A@G	-1.25292033	GTOP-AJ221-1053	Liver	565	rs12015	-1.4313393116079443	122	same	20
ENSG00000197249.14	chr14@94377228@T@C	-5.95419631	GTOP-AJ221-1053	Liver	252	rs11832	0.21787552647303496	1977	diff	20
ENSG00000140564.13	chr15@90883330@G@A	0.4024674	GTOP-AJ221-1053	Liver	736	rs4702	0.5029851985545463	423	same	20
ENSG00000063854.13	chr16@1809431@G@C	-5.45943162	GTOP-AJ221-1053	Liver	45	rs1628812	-1.4525122046975067	71	same	20
ENSG00000289755.2	chr16@28605736@G@A	0.830075	GTOP-AJ221-1053	Liver	325	rs1042157	0.5813421850424593	332	same	20
ENSG00000196502.15	chr16@28605736@G@A	0.64154603	GTOP-AJ221-1053	Liver	256	rs1042157	0.5813421850424593	332	same	20
ENSG00000125144.14	chr16@56666810@G@T	-0.48240711	GTOP-AJ221-1053	Liver	5077	rs12315	-0.29422637898087445	6485	same	20
ENSG00000125166.13	chr16@58707463@A@G	-0.68195883	GTOP-AJ221-1053	Liver	724	rs6993	-0.9826626835669888	872	same	20
ENSG00000167699.14	chr17@760228@G@T	1.05062607	GTOP-AJ221-1053	Liver	86	rs75027378	0.8516772530428987	244	same	20
ENSG00000141504.12	chr17@7626584@G@A	-0.43579606	GTOP-AJ221-1053	Liver	487	rs13894	-0.4990515405710856	654	same	20
ENSG00000187824.9	chr17@10714413@A@G	0.63832573	GTOP-AJ221-1053	Liver	294	rs374034	1.3625700793847084	125	same	20
ENSG00000176974.22	chr17@18328703@G@C	-0.4628254	GTOP-AJ221-1053	Liver	918	rs3783	0.20029865048583131	2222	diff	20
ENSG00000287257.2	chr17@77385906@C@T	-2.05889369	GTOP-AJ221-1053	Liver	31	rs178249	-2.1699250014423126	44	same	20
ENSG00000105398.4	chr19@47871294@C@G	-0.08555976	GTOP-AJ221-1053	Liver	9749	rs296365	-0.3526234905162811	4934	same	20
ENSG00000069424.16	chr1@6100549@C@T	2.76081234	GTOP-AJ221-1053	Liver	70	rs3789528	3.6189098326444937	93	same	20
ENSG00000162512.16	chr1@30869541@A@C	-2.55799545	GTOP-AJ221-1053	Liver	62	rs796441004	-1.917537839808027	43	same	20
ENSG00000162368.15	chr1@47378345@A@G	-0.6054266	GTOP-AJ221-1053	Liver	353	rs3088062	-0.5386237860542863	569	same	20
ENSG00000137960.6	chr1@78138162@G@A	4.95419631	GTOP-AJ221-1053	Liver	32	rs642248	4.247927513443585	40	same	20
ENSG00000131791.8	chr1@147155343@T@C	-1.22239242	GTOP-AJ221-1053	Liver	80	rs6937	-3.1699250014423126	70	same	20
ENSG00000135744.9	chr1@230702854@C@T	-0.33199955	GTOP-AJ221-1053	Liver	9157	rs765914094	-0.4146883052699047	4820	same	20
ENSG00000088832.18	chr20@1370028@T@C	1.10433666	GTOP-AJ221-1053	Liver	126	rs6041749	0.8550516640889004	191	same	20
ENSG00000183255.12	chr21@44849693@T@C	0.77322914	GTOP-AJ221-1053	Liver	149	rs140350627	1.5488932460136344	106	same	20
ENSG00000100316.16	chr22@39318575@G@A	-0.45600263	GTOP-AJ221-1053	Liver	1544	rs61737929	-0.3683874059800225	882	same	20
ENSG00000189306.12	chr22@42511851@C@T	2	GTOP-AJ221-1053	Liver	55	rs5758775	1.9125371587496607	81	same	20
ENSG00000182551.14	chr2@3498427@T@A	-3.05062607	GTOP-AJ221-1053	Liver	65	rs3349	-1.934112064343543	405	same	20
GTOPG000000229	chr2@3498938@A@G	1.13124453	GTOP-AJ221-1053	Liver	67	rs10208494	-0.22579500555728785	1575	diff	20
ENSG00000236213.5	chr2@37466947@T@C	2	GTOP-AJ221-1053	Liver	40	rs10192261	2.700439718141092	30	same	20
ENSG00000244474.6	chr2@233719145@A@G	-4.83289001	GTOP-AJ221-1053	Liver	59	rs539093785	-3.578267848147148	699	same	20
ENSG00000172482.5	chr2@240880379@G@A	1.34103692	GTOP-AJ221-1053	Liver	53	rs4675874	1.9445048874082964	257	same	20
ENSG00000090512.12	chr3@186640577@A@C	1.21412481	GTOP-AJ221-1053	Liver	83	rs1047115	1.0840642647884746	156	same	20
ENSG00000073849.16	chr3@187078265@T@C	-0.28825848	GTOP-AJ221-1053	Liver	1868	rs7559	-0.4278615396364273	1379	same	20
ENSG00000163956.13	chr4@3512968@A@G	0.56866069	GTOP-AJ221-1053	Liver	442	rs6789	0.6532685141120651	283	same	20
ENSG00000109814.12	chr4@39499466@G@A	0.69632361	GTOP-AJ221-1053	Liver	566	rs1046573	0.9877216702215633	704	same	20
ENSG00000085871.9	chr4@139665971@A@T	-0.37517012	GTOP-AJ221-1053	Liver	611	rs2132845	-1.0395283641866373	110	same	20
ENSG00000171564.12	chr4@154572200@C@T	1.7725895	GTOP-AJ221-1053	Liver	371	rs1044291	1.6751603096927343	1950	same	20
ENSG00000112964.14	chr5@42720205@T@A	-1.6918777	GTOP-AJ221-1053	Liver	110	rs17839374	-0.4454111483223626	333	same	20
ENSG00000198865.10	chr5@42800706@C@T	0.64994253	GTOP-AJ221-1053	Liver	316	rs7579	0.19098771126102226	9093	same	20
ENSG00000250722.6	chr5@42800706@C@T	0.34108434	GTOP-AJ221-1053	Liver	7258	rs7579	0.19098771126102226	9093	same	20
ENSG00000173210.21	chr5@149260199@G@A	0.5485205	GTOP-AJ221-1053	Liver	362	rs9512	1.149747119504682	309	same	20
ENSG00000254211.7	chr5@173787246@C@T	-0.94641896	GTOP-AJ221-1053	Liver	281	rs791365	-1.051530300640082	169	same	20
ENSG00000124782.21	chr6@7251493@T@G	-2.45943162	GTOP-AJ221-1053	Liver	26	rs397834173	-3.212050477114989	154	same	20
ENSG00000096060.15	chr6@35573655@T@A	3.59991284	GTOP-AJ221-1053	Liver	210	rs1043805	2.807354922057604	72	same	20
ENSG00000048544.7	chr6@42207483@A@G	1.33257534	GTOP-AJ221-1053	Liver	95	rs3199638	0.932885804141463	96	same	20
ENSG00000244067.3	chr6@52750617@T@G	-3.19967234	GTOP-AJ221-1053	Liver	815	rs6577	-3.6862781807173564	874	same	20
GTOPG000002122	chr6@52750617@T@G	-3.169925	GTOP-AJ221-1053	Liver	140	rs6577	-3.6862781807173564	874	same	20
ENSG00000234155.2	chr6@85389340@T@C	-2.28540222	GTOP-AJ221-1053	Liver	47	rs582600	-1.8210298589546807	68	same	20
ENSG00000203875.14	chr6@85678170@G@T	2.64385619	GTOP-AJ221-1053	Liver	116	rs1059307	1	114	same	20
ENSG00000136240.10	chr7@6462736@T@C	-0.93029103	GTOP-AJ221-1053	Liver	154	rs6796	0.3416643129486244	823	diff	20
ENSG00000105852.11	chr7@95358559@T@G	2.67807191	GTOP-AJ221-1053	Liver	37	rs17166858	1.8073549220576042	72	same	20
ENSG00000289470.2	chr7@150765916@G@A	4.5849625	GTOP-AJ221-1053	Liver	25	rs12668327	4.874469117916141	91	same	20
ENSG00000176919.13	chr9@136946128@C@T	0.43897468	GTOP-AJ221-1053	Liver	1232	rs20574	0.5529947720625205	1426	same	20
ENSG00000065154.12	chr10@124397757@G@A	0.14678134	GTOP-AJ221-1470	Small_Intestine	4899	rs2459216	0.15240490239929455	6822	same	20
ENSG00000148943.12	chr11@27497373@A@G	0.88452278	GTOP-AJ221-1470	Small_Intestine	222	rs7934816	0.3538166737106526	795	same	20
ENSG00000019505.8	chr11@45242474@G@C	-2.11547722	GTOP-AJ221-1470	Small_Intestine	32	rs7114849	-0.7897822926096542	322	same	20
ENSG00000149743.14	chr11@64224329@T@C	0.89530262	GTOP-AJ221-1470	Small_Intestine	143	rs1059440	0.632695111505258	278	same	20
ENSG00000137700.19	chr11@119024785@C@G	-0.35614381	GTOP-AJ221-1470	Small_Intestine	741	rs8301	-0.40836055163443546	882	same	20
ENSG00000003056.8	chr12@8941495@C@T	0.43236338	GTOP-AJ221-1470	Small_Intestine	632	rs902406530	0.4603886303081376	651	same	20
ENSG00000089127.15	chr12@112907178@C@T	-1.44105309	GTOP-AJ221-1470	Small_Intestine	587	rs200259745	-0.46646573808584674	443	same	20
ENSG00000120675.6	chr13@43023729@A@G	-0.75106579	GTOP-AJ221-1470	Small_Intestine	601	rs12015	-0.41212590385894066	578	same	20
ENSG00000125255.7	chr13@103045818@A@C	0.25721708	GTOP-AJ221-1470	Small_Intestine	2182	rs279941	0.427458855167111	2305	same	20
ENSG00000157379.14	chr14@24290803@G@A	0.55976195	GTOP-AJ221-1470	Small_Intestine	381	rs4568	0.5016598540265946	488	same	20
ENSG00000100554.12	chr14@67338536@A@C	0.67349918	GTOP-AJ221-1470	Small_Intestine	615	rs1045060	0.6638179214323959	690	same	20
ENSG00000182117.7	chr15@34341937@G@A	-0.28923948	GTOP-AJ221-1470	Small_Intestine	1091	rs1045204	-0.3413145193446572	1240	same	20
ENSG00000182117.7	chr15@34341938@T@C	-0.28923948	GTOP-AJ221-1470	Small_Intestine	1091	rs1045194	-0.3413145193446572	1240	same	20
ENSG00000175265.19	chr15@34380859@G@A	-1.93859946	GTOP-AJ221-1470	Small_Intestine	29	rs1475847822	-1.3271647432535094	193	same	20
ENSG00000103811.18	chr15@78944951@C@T	-1.33298328	GTOP-AJ221-1470	Small_Intestine	183	rs2289702	-1.4334160285936985	433	same	20
ENSG00000289755.2	chr16@28605736@G@A	1.24591023	GTOP-AJ221-1470	Small_Intestine	381	rs1042157	1.1392550760179638	1438	same	20
ENSG00000196502.15	chr16@28605736@G@A	1.0489096	GTOP-AJ221-1470	Small_Intestine	356	rs1042157	1.1392550760179638	1438	same	20
ENSG00000178573.7	chr16@79597086@A@G	0.43379843	GTOP-AJ221-1470	Small_Intestine	449	rs77685317	0.3131578852596303	1554	same	20
ENSG00000213977.8	chr17@3663563@C@T	-1.5189081	GTOP-AJ221-1470	Small_Intestine	835	rs11541134	-0.4994398693046027	1943	same	20
ENSG00000172081.14	chr19@2072647@T@C	-1.43063435	GTOP-AJ221-1470	Small_Intestine	85	rs4404194	-0.5145731728297583	255	same	20
ENSG00000099800.8	chr19@2426602@G@A	0.49957101	GTOP-AJ221-1470	Small_Intestine	630	rs79130882	0.4251333770143509	417	same	20
ENSG00000284797.2	chr19@18252130@T@G	-3.70043972	GTOP-AJ221-1470	Small_Intestine	56	rs2302945	-4.94251450533924	127	same	20
ENSG00000105398.4	chr19@47871294@C@G	0.48985228	GTOP-AJ221-1470	Small_Intestine	1118	rs296365	0.3003753177773641	1234	same	20
ENSG00000077549.19	chr1@19339003@A@C	-3.28677165	GTOP-AJ221-1470	Small_Intestine	581	rs6889	-0.7942095460006818	689	same	20
ENSG00000130770.18	chr1@28237768@A@G	-0.64801467	GTOP-AJ221-1470	Small_Intestine	249	rs9508	-1.070389327891398	248	same	20
ENSG00000162512.16	chr1@30869541@A@C	-2.20645088	GTOP-AJ221-1470	Small_Intestine	73	rs796441004	-2.3074285251922473	119	same	20
ENSG00000006555.11	chr1@54779966@A@G	3.169925	GTOP-AJ221-1470	Small_Intestine	20	rs56350560	2.315202231699049	257	same	20
ENSG00000189334.9	chr1@153614832@C@T	-0.68479777	GTOP-AJ221-1470	Small_Intestine	1116	rs11548104	-0.5455478196078125	1156	same	20
ENSG00000162909.18	chr1@223712842@A@G	-0.63113268	GTOP-AJ221-1470	Small_Intestine	209	rs2230083	-0.4669652913227047	910	same	20
ENSG00000124253.11	chr20@57561898@G@C	0.63005039	GTOP-AJ221-1470	Small_Intestine	214	rs2236744	0.33312630149222644	870	same	20
GTOPG000000085	chr22@22734638@C@T	-0.46988598	GTOP-AJ221-1470	Small_Intestine	954	rs375688115	-0.6114347120823472	273	same	20
ENSG00000189306.12	chr22@42511851@C@T	1.703607	GTOP-AJ221-1470	Small_Intestine	298	rs5758775	1.6592011310130748	420	same	20
ENSG00000100243.22	chr22@42619486@G@T	-0.50748375	GTOP-AJ221-1470	Small_Intestine	494	rs137123	-0.5350372753894739	480	same	20
ENSG00000035115.22	chr2@218386@G@A	-0.97654103	GTOP-AJ221-1470	Small_Intestine	184	rs9213	-0.7874553646198991	199	same	20
ENSG00000182551.14	chr2@3498427@T@A	-1.27563444	GTOP-AJ221-1470	Small_Intestine	65	rs3349	-1.1479900309384266	521	same	20
ENSG00000162961.14	chr2@32024092@C@G	-0.65470791	GTOP-AJ221-1470	Small_Intestine	641	rs183796038	-0.6374299206152917	345	same	20
ENSG00000115944.15	chr2@42351009@A@G	-0.31647366	GTOP-AJ221-1470	Small_Intestine	1904	rs8162	-0.3379080251504391	935	same	20
ENSG00000204822.7	chr2@74472651@C@A	-0.97982212	GTOP-AJ221-1470	Small_Intestine	107	rs1047911	-0.6956065644051487	241	same	20
ENSG00000152291.15	chr2@85322404@T@C	0.85439468	GTOP-AJ221-1470	Small_Intestine	702	rs3184781	0.5237851625308687	1370	same	20
ENSG00000128699.15	chr2@189770417@C@T	-1.21056699	GTOP-AJ221-1470	Small_Intestine	116	rs1055091	-1.4594316186372973	45	same	20
ENSG00000115425.14	chr2@216038534@A@C	-0.92785021	GTOP-AJ221-1470	Small_Intestine	119	rs11550419	-1.0565835283663674	77	same	20
ENSG00000168955.4	chr2@227362344@C@A	0.25571726	GTOP-AJ221-1470	Small_Intestine	1301	rs56318862	0.4793523127605573	814	same	20
ENSG00000170248.15	chr3@33798622@T@C	-0.64950275	GTOP-AJ221-1470	Small_Intestine	393	rs1141054	-1.0660891904577725	198	same	20
ENSG00000163515.7	chr3@108755720@G@T	-3.05889369	GTOP-AJ221-1470	Small_Intestine	28	rs75657243	-5.022367813028454	67	same	20
ENSG00000109814.12	chr4@39498894@T@C	0.34248942	GTOP-AJ221-1470	Small_Intestine	948	rs1450	0.4483136541531422	532	same	20
ENSG00000171234.14	chr4@69096731@G@T	-0.92829853	GTOP-AJ221-1470	Small_Intestine	479	rs12233719	-0.46605066519816624	612	same	20
ENSG00000132465.12	chr4@70656005@G@C	0.09186115	GTOP-AJ221-1470	Small_Intestine	33589	rs7697213	0.7001930403528723	15352	same	20
ENSG00000251022.6	chr4@82893670@T@C	1.25238716	GTOP-AJ221-1470	Small_Intestine	115	rs7082	1.8073549220576042	36	same	20
ENSG00000172403.11	chr4@119035256@C@T	0.81745551	GTOP-AJ221-1470	Small_Intestine	337	rs749410	0.5436217053402566	580	same	20
ENSG00000164308.18	chr5@96919113@G@A	3.857981	GTOP-AJ221-1470	Small_Intestine	31	rs1019503	3.598259323334614	236	same	20
ENSG00000250328.8	chr5@122443185@C@A	1.7548875	GTOP-AJ221-1470	Small_Intestine	35	rs2617280	1.6780719051126378	84	same	20
ENSG00000019582.17	chr5@150402064@T@C	-0.14716684	GTOP-AJ221-1470	Small_Intestine	28022	rs1056400	0.11928559114046612	10746	diff	20
ENSG00000111802.14	chr6@24650503@T@G	-0.16162568	GTOP-AJ221-1470	Small_Intestine	4432	rs1047782	-0.1868781347235096	3015	same	20
ENSG00000187837.5	chr6@26056376@G@A	-1.05733318	GTOP-AJ221-1470	Small_Intestine	114	rs2230653	0.18024005705161525	3270	diff	20
ENSG00000096060.15	chr6@35573655@T@A	3.67928988	GTOP-AJ221-1470	Small_Intestine	511	rs1043805	3.321928094887362	143	same	20
ENSG00000048544.7	chr6@42207483@A@G	0.86311819	GTOP-AJ221-1470	Small_Intestine	327	rs3199638	0.8345763907926285	167	same	20
